B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,lcc,lat,long,date
3964,3359,1094,1528,2182,2306,2508,2767,3002,2984,2631,Cultivated and managed vegetation/agriculture (cropland),-0.343352,38.013544,2021-03-28
3459,3001,1130,1492,2062,2570,2751,2917,2900,3132,2974,Urban / built up,3.12834,37.425883,2021-03-17
3537,3448,1084,1570,2066,1894,2345,2516,2630,2653,2848,"Open forest, unknown",3.117996,35.686853,2021-03-22
3490,2867,665,884,1114,1596,2175,2478,2732,2814,2724,"Open forest, unknown",3.612797,38.546677,2021-02-24
2423,2249,484,792,1348,1541,1713,1850,1772,1941,2036,Urban / built up,1.989096,37.928079,2021-01-28
3586,2808,3466,3362,3416,4087,4208,4436,3848,4487,5503,"Open forest, unknown",0.863283,36.533267,2021-04-06
3666,3440,2444,2854,2863,2919,2865,2907,2664,2982,2758,Urban / built up,3.120439,35.598631,2020-05-30
3986,3555,821,1114,1872,2350,2462,2671,2600,2774,3084,Urban / built up,1.750251,40.041039,2021-03-04
3081,2313,2504,2204,1976,2223,2773,2964,3638,3097,4637,"Open forest, unknown",0.398129,36.30855,2020-12-31
923,808,344,355,500,684,631,789,579,754,554,Urban / built up,-0.232274,38.247257,2021-04-07
2360,2111,2430,2736,2912,3195,3333,3543,3562,3633,5541,Cultivated and managed vegetation/agriculture (cropland),-0.611698,38.118702,2021-03-10
3574,3476,1560,2130,2698,2636,2768,2928,2954,2876,2723,Urban / built up,2.13479,35.496847,2021-02-04
2354,1512,1068,1284,1084,1563,2917,3286,3282,3501,3543,"Open forest, unknown",0.349874,35.935123,2020-05-29
916,538,260,378,334,579,1191,1356,1424,1471,1420,Cultivated and managed vegetation/agriculture (cropland),-0.521619,37.361962,2021-03-02
1845,1232,450,690,831,1134,2016,2418,2722,2818,2392,Urban / built up,2.325355,37.986948,2021-04-12
3055,3090,1158,1516,2044,2014,2186,2250,2342,2390,2402,"Open forest, unknown",1.976613,36.073174,2021-01-28
2881,1928,361,677,817,1240,1790,2029,2112,2246,2368,"Open forest, unknown",3.524599,39.039911,2021-01-21
1443,785,1614,1598,1742,1988,1942,1873,1948,1699,2099,"Open forest, unknown",0.795711,36.591707,2021-02-07
2281,2052,1506,1836,1580,1843,2876,3306,3454,3488,5855,Cultivated and managed vegetation/agriculture (cropland),-0.361622,37.60986,2021-01-29
1949,1467,509,785,845,1419,2182,2432,2856,2586,2662,Urban / built up,0.348044,37.586727,2021-02-18
2111,1458,444,702,719,1243,2197,2635,2574,2715,2745,"Open forest, unknown",4.20911,34.358896,2021-04-06
2753,1695,979,1260,1090,1838,3436,4075,4100,4328,4286,Cultivated and managed vegetation/agriculture (cropland),-1.325924,38.05376,2021-01-27
3969,3124,3658,3454,3464,3713,4070,4166,4312,4445,5550,Urban / built up,-2.062811,38.179539,2021-02-22
2710,2326,817,1102,1202,1888,2273,2416,2396,2578,2839,Urban / built up,0.354372,37.582868,2021-02-09
2718,1760,507,760,862,1222,2131,2399,2354,2555,2531,Cultivated and managed vegetation/agriculture (cropland),-1.060443,37.500644,2021-03-15
2664,1299,9696,9328,8776,8763,8561,8643,8608,8275,8283,Urban / built up,0.362215,37.583973,2021-02-05
4365,3314,808,1162,1666,2115,2463,2710,2762,3075,3029,Cultivated and managed vegetation/agriculture (cropland),3.476485,39.103226,2021-01-28
2373,2009,675,951,1188,1310,1826,2039,2044,2230,2157,Urban / built up,-1.366728,38.0067,2021-03-30
2264,2091,1032,1220,1450,1563,1709,1852,1862,1856,2177,Urban / built up,-0.287809,36.124851,2021-04-02
4657,3443,8880,8172,7504,7840,7277,6933,7656,6677,15959,Cultivated and managed vegetation/agriculture (cropland),-0.278204,37.812456,2021-02-22
2317,2070,1166,1378,1544,1840,2270,2436,2204,2431,2532,Urban / built up,-0.4586,39.641129,2021-03-17
2906,2247,920,1412,1604,1731,2264,2537,2710,2730,2544,"Open forest, unknown",0.609489,35.801165,2021-04-13
5053,4461,5092,5020,4672,5312,5790,6015,5856,6065,8731,"Open forest, unknown",-2.899508,40.050765,2021-01-16
2381,2221,581,948,1074,1283,1933,2197,2330,2564,2345,"Open forest, unknown",3.113239,35.597449,2021-01-29
2729,2257,1988,2156,2094,2579,3157,3462,3226,3536,4053,Cultivated and managed vegetation/agriculture (cropland),-1.440086,37.939989,2021-02-04
2609,2611,548,800,1102,1619,1833,1946,1792,2050,2264,Urban / built up,-1.517036,37.27056,2021-01-18
3436,3300,1354,1682,2154,2415,2531,2630,2370,2660,2622,Urban / built up,3.533664,35.861998,2021-04-16
3926,3467,1054,1344,1792,2748,3157,3433,3360,3625,3528,"Open forest, unknown",3.119032,37.415965,2020-06-22
4624,4685,4144,3930,3876,4363,4710,4832,4932,4900,11679,Cultivated and managed vegetation/agriculture (cropland),0.118713,37.513065,2021-02-25
1608,1236,844,949,1088,1151,1585,1688,1492,1715,2092,Urban / built up,0.011171,37.076993,2021-01-22
2220,1892,1294,1330,1618,1667,2269,2412,2338,2550,2518,Cultivated and managed vegetation/agriculture (cropland),0.355158,37.561198,2021-01-18
3861,3449,1396,1722,2358,2747,2925,2972,2884,3163,3146,Urban / built up,1.748851,40.058248,2021-03-19
2956,2588,4070,4092,4148,4109,4462,4799,4700,4936,2456,Cultivated and managed vegetation/agriculture (cropland),-1.035082,38.01464,2021-03-09
2877,2432,1056,1448,1708,1742,2517,2770,2924,2894,2919,Urban / built up,3.108708,35.600212,2021-03-14
3716,3196,765,1194,1592,2294,2653,2764,2858,2885,3114,Urban / built up,1.742341,40.046755,2021-03-10
4014,3594,1194,1512,2374,2597,2852,2964,2968,3125,2978,"Open forest, unknown",1.763928,40.057272,2021-01-25
3771,3767,2084,2508,2956,2885,2863,3051,3204,3082,3054,Urban / built up,3.124837,35.613187,2021-03-29
2796,2265,820,1298,1562,1765,2518,2873,2610,2985,3027,Urban / built up,3.121769,35.621758,2021-02-26
2456,1698,323,707,1122,1469,2482,2800,2680,3013,2940,Cultivated and managed vegetation/agriculture (cropland),3.47044,39.239482,2021-01-21
2765,2597,1238,1648,2122,2326,2295,2425,2320,2457,2372,Urban / built up,3.112135,35.605375,2021-02-28
2355,2039,1118,1412,1512,1746,2205,2477,2126,2620,2725,Cultivated and managed vegetation/agriculture (cropland),-1.118358,37.558403,2021-03-25
3154,2564,596,912,1194,1690,2325,2575,2634,2844,2634,Cultivated and managed vegetation/agriculture (cropland),-0.149976,35.681198,2021-03-22
2894,2103,739,1100,1158,1638,2547,2870,3132,3072,2943,Urban / built up,0.000798,37.05046,2020-12-29
4947,4426,4864,5028,5152,5672,5558,5592,4984,5567,7317,"Open forest, unknown",4.207679,34.363776,2021-04-01
6548,4492,13080,12384,11768,12426,11690,11505,11560,11104,16078,"Open forest, unknown",-1.15903,39.953338,2020-07-28
3740,3452,2590,2784,2790,3229,3607,3840,3684,4041,5475,"Open forest, unknown",-3.589063,39.828134,2021-02-13
2356,1334,401,714,563,1129,3041,3736,3642,3962,3830,"Open forest, unknown",-3.402197,38.559099,2021-03-16
2468,1727,368,590,1222,1603,2454,2662,2322,2642,2613,Urban / built up,2.341692,37.975736,2021-01-30
2411,1358,573,895,655,1163,3512,4490,4376,4685,4335,"Open forest, unknown",1.741755,37.313957,2020-12-07
3367,2899,619,810,1055,1905,2492,2809,2690,2780,2919,Urban / built up,1.74236,40.046674,2021-02-01
4379,3208,818,997,1360,1682,2114,2293,2460,2794,3025,"Open forest, unknown",-3.745389,39.566186,2021-03-13
2367,2041,756,857,1128,1527,2043,2220,2190,2350,2342,Urban / built up,0.352286,37.559753,2021-02-15
6396,5986,6960,7008,6640,7213,7515,7553,7440,7690,10504,"Open forest, unknown",0.710195,35.509169,2020-05-28
2765,2022,722,874,1017,1544,2422,2899,2768,3198,3373,Cultivated and managed vegetation/agriculture (cropland),-2.174802,38.096749,2021-02-11
1218,1015,491,753,827,1159,1520,1688,1356,1784,3313,Urban / built up,0.492306,35.740556,2020-05-28
3749,3020,2980,2916,2780,3175,3520,3749,3804,3857,3376,Cultivated and managed vegetation/agriculture (cropland),-0.099388,38.021822,2021-02-10
4499,3752,2798,3350,4090,3851,3902,4299,4500,4378,3404,Urban / built up,2.808449,40.931074,2020-05-29
3672,3298,3178,3056,2808,3151,3336,3629,4074,3785,4933,Urban / built up,0.60357,37.245363,2021-01-05
2314,2060,954,1314,1660,2067,2155,2155,2126,2260,2285,Urban / built up,3.995117,37.272977,2021-03-23
3369,2924,904,1306,1606,2129,2793,3061,3010,3214,3172,"Open forest, unknown",3.123643,35.61643,2021-02-23
1996,1839,586,798,1180,1585,1834,1883,1716,1990,2749,Urban / built up,-1.515583,37.262021,2021-01-22
3467,2421,698,999,1260,1912,2671,2914,3162,3408,3277,Urban / built up,3.524622,39.069553,2021-04-12
3315,2532,706,846,1238,1581,1872,2085,2108,2301,2273,Cultivated and managed vegetation/agriculture (cropland),0.057461,37.160812,2021-03-27
1915,1245,667,861,962,1269,1635,1819,1844,2061,1997,"Open forest, unknown",0.798381,36.413881,2021-02-25
3328,2470,513,861,1448,1880,2637,2853,2837,3005,3020,Cultivated and managed vegetation/agriculture (cropland),-0.997573,37.937738,2021-01-22
4396,4275,3938,4050,4120,4509,4493,4531,4328,4481,6726,"Open forest, unknown",1.947767,36.039728,2021-03-06
3652,3369,1556,1964,2663,2648,2696,3073,3054,2969,3098,Urban / built up,1.749043,40.058215,2021-02-04
2642,2069,622,952,976,1729,2532,2764,3096,2880,2796,Urban / built up,2.335272,37.999173,2021-04-10
2419,1916,545,835,849,1548,2788,3259,3438,3444,3063,"Open forest, unknown",1.977933,36.101233,2021-03-12
3219,2370,859,1072,1410,1789,2318,2561,2556,2723,2561,Cultivated and managed vegetation/agriculture (cropland),-0.315013,37.855583,2021-02-27
2553,1807,3484,3342,3140,3424,3563,3660,3504,3674,5136,"Open forest, unknown",0.519131,35.757591,2021-03-31
2777,2345,908,808,810,1440,2379,2809,2396,3321,4361,Cultivated and managed vegetation/agriculture (cropland),-1.54292,38.006652,2021-01-24
2554,1878,584,905,1378,1826,2059,2238,2250,2518,2541,Cultivated and managed vegetation/agriculture (cropland),3.237849,37.050766,2021-01-07
5546,4773,6176,6048,5856,6313,6488,6729,6332,6699,5468,Cultivated and managed vegetation/agriculture (cropland),-0.846147,38.049143,2021-02-04
4209,3222,1172,1474,1912,2260,2519,2740,2698,2950,3166,Cultivated and managed vegetation/agriculture (cropland),-0.100409,38.016756,2021-03-17
558,463,65,182,220,247,264,304,322,339,251,"Open forest, unknown",0.460715,35.685619,2021-04-05
2385,2255,983,1374,1842,1773,2124,2177,2316,2299,2386,"Open forest, unknown",1.97381,36.05972,2021-02-11
1844,1156,562,787,803,1197,2651,3049,2818,3192,3049,Cultivated and managed vegetation/agriculture (cropland),-0.249983,35.795922,2021-04-03
3256,2605,602,977,1360,1743,2277,2588,2514,2751,2545,Cultivated and managed vegetation/agriculture (cropland),-0.89836,38.132078,2021-02-14
2377,1620,438,668,890,1164,1536,1726,1922,2000,2093,"Open forest, unknown",0.767694,36.403492,2021-02-19
2583,2157,493,807,1218,1468,1912,2065,2164,2291,2268,Cultivated and managed vegetation/agriculture (cropland),0.325105,37.572044,2021-04-13
3974,3689,3916,3816,3904,4139,4036,3904,4020,3878,6047,Urban / built up,3.995464,37.272558,2021-04-21
3689,3008,1120,1374,1900,2121,2345,2592,2724,2874,3787,Cultivated and managed vegetation/agriculture (cropland),3.466147,39.242221,2021-03-26
3274,2661,1738,2006,2276,2571,2749,2935,3132,3054,3147,Urban / built up,1.067482,38.668167,2021-04-07
3473,3639,1021,1470,2036,2354,2444,2546,2476,2612,2586,"Open forest, unknown",1.974571,36.072274,2021-03-22
5558,3870,10008,9568,9128,9635,9134,8953,8968,8721,15829,Cultivated and managed vegetation/agriculture (cropland),-1.491586,37.943989,2021-02-26
3842,2860,738,1114,1580,1899,2158,2386,2580,2704,2682,"Open forest, unknown",0.767318,36.434962,2021-02-17
1283,906,516,615,723,929,979,1124,1060,1173,1026,Cultivated and managed vegetation/agriculture (cropland),-1.043797,37.891393,2021-04-09
2639,2386,1762,2022,2218,2449,2626,2751,2674,2791,3215,"Open forest, unknown",2.516898,36.246135,2021-03-07
2276,1418,432,763,498,1525,3738,4396,3624,4621,4683,Cultivated and managed vegetation/agriculture (cropland),2.359598,37.998257,2020-12-12
5088,4986,6540,6048,5488,5932,5858,5887,6300,5831,15786,Urban / built up,0.368011,37.583349,2021-01-29
2779,2502,994,1490,1752,2029,2352,2357,2232,2581,2443,Urban / built up,1.951686,36.028293,2021-02-13
3914,3620,949,1358,2014,2332,2493,2885,3144,3300,3131,"Open forest, unknown",-2.415564,40.199782,2021-02-01
2798,2136,1358,1566,1560,1811,2632,2967,3042,3230,3309,Cultivated and managed vegetation/agriculture (cropland),2.333851,38.001032,2020-07-13
1999,1616,974,1094,1152,1387,1703,1906,1860,2007,1862,Cultivated and managed vegetation/agriculture (cropland),-1.106915,38.041142,2021-04-06
3768,2917,841,1186,1538,1930,2319,2688,3086,2911,2932,"Open forest, unknown",3.609725,38.543548,2021-02-24
4150,3302,2742,2678,2578,3416,3679,3852,3914,4081,5975,"Open forest, unknown",-3.037945,40.07547,2021-03-15
5044,3559,11416,10440,9760,10531,9838,9420,9336,9160,15960,Cultivated and managed vegetation/agriculture (cropland),2.243183,37.99899,2021-04-02
3496,3384,2458,2512,2732,3036,3104,3281,2940,3349,2650,Urban / built up,3.397796,40.224361,2021-01-15
2939,1970,521,775,904,1366,1913,2174,2212,2477,2665,"Open forest, unknown",3.594558,38.63787,2021-01-31
3937,3035,4988,4804,4584,4635,4964,5221,4972,5201,3874,Cultivated and managed vegetation/agriculture (cropland),-0.358527,37.72771,2021-02-07
2692,2403,1562,1744,1650,2077,3034,3392,3218,3543,4893,Urban / built up,0.072908,37.64825,2021-02-25
2535,2004,1012,1182,1394,1563,1803,2057,2004,2277,2196,Urban / built up,0.354198,37.560285,2021-02-25
4976,4361,4996,4916,4632,5189,5452,5545,5500,5623,12498,"Open forest, unknown",-2.31816,40.396892,2021-02-25
2422,1660,741,773,807,1110,2014,2390,2414,2594,2535,Cultivated and managed vegetation/agriculture (cropland),0.008922,35.590013,2021-03-19
4563,3810,1372,2002,2944,2886,2889,3084,3486,3376,3311,Urban / built up,4.111432,40.869978,2021-02-06
2180,1636,299,538,652,1077,1772,2016,2364,2105,2159,Cultivated and managed vegetation/agriculture (cropland),-0.464239,37.645934,2021-02-16
2596,1713,463,739,1007,1272,2167,2447,2476,2709,2670,"Open forest, unknown",0.748665,36.539345,2021-01-12
2068,1772,484,816,857,1595,2659,3031,3062,3201,3228,"Open forest, unknown",2.117474,36.153997,2021-03-12
2159,1551,1754,1920,1850,1947,2541,2699,2906,2866,3029,Cultivated and managed vegetation/agriculture (cropland),0.129393,37.718009,2021-02-02
1866,1138,304,584,512,922,2448,2870,3198,3271,2810,"Open forest, unknown",2.334832,37.978063,2021-02-03
2172,1536,530,826,1080,1236,1771,1997,1948,2145,2245,"Open forest, unknown",0.243721,36.397702,2021-01-12
6222,4356,11344,10840,10336,10792,10206,10247,9816,10076,13066,"Open forest, unknown",-1.454205,38.174093,2021-02-04
3014,2203,1512,1656,1476,2349,3417,3914,3964,4252,3978,Urban / built up,-3.247493,40.123917,2021-02-12
3181,2432,529,1005,1260,1450,1919,2206,2482,2295,2052,Cultivated and managed vegetation/agriculture (cropland),-0.923992,38.050104,2021-03-12
1680,930,284,579,370,935,2700,3130,3438,3410,3171,Cultivated and managed vegetation/agriculture (cropland),-0.26108,37.669709,2021-01-19
2136,1389,356,752,583,1211,2486,2949,2874,3159,3316,Cultivated and managed vegetation/agriculture (cropland),-0.512587,37.74607,2020-12-28
2120,1739,617,913,994,1504,1976,2175,2188,2316,2252,"Open forest, unknown",0.585436,36.010965,2021-02-19
4239,3501,4252,4024,4014,4338,4393,4546,4728,4469,6624,"Open forest, unknown",0.8934,36.55019,2021-02-05
2886,2281,408,697,720,1311,2067,2283,2322,2472,2555,Cultivated and managed vegetation/agriculture (cropland),-1.026745,37.598107,2021-03-13
2606,2155,1752,1894,1838,2086,2712,2911,2751,3094,3491,Urban / built up,-1.368647,38.002908,2021-01-22
3406,3071,462,798,1528,2059,2301,2463,2320,2550,2426,Cultivated and managed vegetation/agriculture (cropland),-0.54984,38.212315,2021-03-30
5098,3208,12968,11992,11024,11806,10755,10056,10808,9561,15980,Cultivated and managed vegetation/agriculture (cropland),-0.128612,38.052336,2021-02-22
2432,1656,960,1224,1128,1696,2878,3222,3474,3390,3564,"Open forest, unknown",-2.680749,40.107986,2020-12-30
2405,1861,447,716,1202,1466,1647,1803,1792,2001,2338,"Open forest, unknown",2.211059,37.88005,2021-04-12
4165,3598,2258,2808,3278,4147,4332,4607,3152,4857,5133,"Open forest, unknown",-3.807013,39.753789,2021-03-12
2621,1770,573,877,915,1337,2200,2447,2554,2685,2652,"Open forest, unknown",0.306043,36.350656,2021-03-19
4886,4128,3386,3618,3950,4634,4937,5101,4340,5224,7580,Urban / built up,0.058116,40.308504,2020-07-03
3487,2776,4660,4516,4244,4704,4752,4931,4772,4876,9600,Cultivated and managed vegetation/agriculture (cropland),-1.795406,38.426779,2021-01-13
5761,5325,6304,6304,6156,6736,6825,6802,6640,6734,15757,Cultivated and managed vegetation/agriculture (cropland),0.230085,37.534886,2021-01-28
3724,2996,725,1120,1556,1816,2113,2316,2470,2617,2447,"Open forest, unknown",3.576967,38.655613,2021-02-01
5981,4725,8552,8432,8264,8826,8756,8663,8408,8631,14341,"Open forest, unknown",-3.244578,39.992114,2021-03-11
2942,2349,609,1034,1306,1782,2407,2576,2662,2809,2879,Cultivated and managed vegetation/agriculture (cropland),-0.487364,36.321483,2021-04-01
2577,1831,1224,1476,1592,1926,2433,2629,2834,2874,3185,Cultivated and managed vegetation/agriculture (cropland),0.117502,37.125448,2021-01-01
3222,2791,1396,1698,1898,2029,2341,2450,2442,2643,2887,Urban / built up,0.038289,36.379871,2021-03-31
2525,2082,1456,1610,1592,1855,2313,2496,2588,2621,3186,"Open forest, unknown",0.49201,35.745716,2021-03-03
3331,2650,2670,2668,2540,2997,3958,4319,4256,4517,4532,Cultivated and managed vegetation/agriculture (cropland),-0.261726,37.670389,2021-03-20
2135,2224,4716,4440,4216,4579,4489,4417,4520,4368,11626,"Open forest, unknown",0.569861,35.689506,2021-04-11
2753,2169,766,1186,1556,1765,2728,2980,3186,3184,3006,"Open forest, unknown",4.20231,34.382774,2021-04-09
3825,3005,2136,2448,2482,2293,3301,3468,3464,3676,3619,Urban / built up,-0.439162,39.637461,2021-01-20
3483,3153,905,1388,1694,2146,2363,2450,2236,2544,2620,Urban / built up,1.837947,35.480142,2021-04-06
3943,3075,2070,2316,2632,2976,3377,3547,3642,3825,3777,Cultivated and managed vegetation/agriculture (cropland),0.089292,37.35082,2021-04-14
4877,3576,1966,1854,1936,2450,2980,3364,3592,3831,3855,"Open forest, unknown",3.568516,38.645838,2021-04-13
2030,1340,380,672,593,1183,2004,2327,2509,2480,2614,Cultivated and managed vegetation/agriculture (cropland),-0.284103,37.817624,2021-01-15
2777,2396,4018,4108,4184,4156,4497,4831,4812,4970,2561,Cultivated and managed vegetation/agriculture (cropland),-1.577614,38.151106,2021-03-09
2306,2052,907,780,947,1461,2250,2583,2378,2306,2713,Urban / built up,0.042158,37.667295,2021-01-15
3674,3018,821,1066,1460,1813,2071,2314,2380,2561,2517,"Open forest, unknown",-3.509234,38.311748,2021-02-11
3270,2389,291,553,953,1353,1899,2148,2264,2295,2145,"Open forest, unknown",3.457924,39.289812,2021-01-18
2950,1803,878,1142,1046,1671,3413,4055,4184,4324,4315,"Open forest, unknown",-3.515817,38.558646,2021-02-11
2591,1950,606,948,1108,1521,2355,2658,2944,2951,3004,Urban / built up,3.357805,39.418969,2020-12-30
2838,2426,631,891,1262,1833,2263,2481,2806,2535,2334,Urban / built up,3.398363,40.22464,2021-01-25
4838,4070,6652,6156,5788,5956,6059,6014,6016,5931,7017,Cultivated and managed vegetation/agriculture (cropland),-1.174522,38.092215,2021-03-05
2755,1713,886,1130,1288,1699,2647,3087,3188,3462,3321,"Open forest, unknown",-3.041077,40.073232,2021-03-15
5052,4322,6084,5904,5732,6095,5872,5895,5636,5808,9332,Urban / built up,3.154163,39.251705,2021-02-04
1708,870,203,532,346,1061,2484,2852,2932,3178,3225,"Open forest, unknown",2.303953,37.92796,2020-06-04
1874,1026,375,658,451,1080,2637,3156,3299,3397,3077,Cultivated and managed vegetation/agriculture (cropland),-0.218991,37.713856,2021-02-03
3761,3223,8840,8248,7872,8014,7827,7922,7560,7742,12618,Cultivated and managed vegetation/agriculture (cropland),0.003168,38.00799,2021-03-08
2655,2025,577,852,950,1531,2123,2515,2490,2739,2861,"Open forest, unknown",0.772504,36.407421,2021-03-01
2034,1889,545,851,1388,1613,1774,1910,1798,1908,2015,Urban / built up,-3.390058,37.675778,2021-02-17
5052,4322,6332,5960,5748,6095,5872,5895,5704,5808,9332,Urban / built up,3.15408,39.251728,2021-02-04
3836,3808,2346,2678,3652,3522,3462,3497,3720,3316,2662,Urban / built up,3.118105,35.596117,2021-03-30
3427,2974,2808,2600,2564,2986,3362,3483,3576,3538,4883,Cultivated and managed vegetation/agriculture (cropland),0.07239,37.1678,2021-01-28
2544,2163,430,630,899,1229,1531,1693,1638,2032,2212,"Open forest, unknown",-0.159746,36.163431,2021-03-23
2204,2079,738,995,1228,1476,1745,1884,1504,1968,1835,"Open forest, unknown",0.474922,35.85237,2021-03-19
1962,1385,533,846,848,1392,2251,2434,2220,2616,2405,"Open forest, unknown",0.855479,38.489099,2021-02-15
2137,1625,2056,2046,1908,2276,2854,3009,2706,3069,3744,Cultivated and managed vegetation/agriculture (cropland),0.634005,35.462957,2020-05-28
2594,2336,1306,1720,2188,2474,2463,2516,2404,2499,2280,Urban / built up,3.995389,37.273181,2021-03-03
5070,3779,6808,6924,6988,7081,6953,7240,6852,7185,4595,"Open forest, unknown",2.212094,37.974326,2021-03-07
2394,1272,404,819,535,1242,3096,3493,3576,3822,3628,Cultivated and managed vegetation/agriculture (cropland),2.368688,38.023958,2020-05-26
2777,2296,822,1512,1642,2439,2690,3246,3408,3169,2380,"Open forest, unknown",-1.515084,37.261867,2021-01-22
2512,1892,347,547,759,1065,1586,1865,2025,2104,2128,Cultivated and managed vegetation/agriculture (cropland),-0.095402,35.684899,2021-04-13
2400,1753,936,1118,1246,1593,2371,2521,2354,2777,2761,"Open forest, unknown",-0.263981,36.205337,2021-04-14
0,0,0,0,0,0,0,0,0,0,0,Cultivated and managed vegetation/agriculture (cropland),-2.360538,40.678932,2021-02-21
2544,1651,779,1100,1154,1643,3244,3744,3486,3964,2842,Cultivated and managed vegetation/agriculture (cropland),-0.933151,38.046307,2021-01-18
6323,4559,11384,10744,10256,10987,10510,10299,9656,9996,15850,"Open forest, unknown",3.513457,39.030499,2020-06-04
1037,747,429,575,646,762,1009,1088,1119,1093,1743,Urban / built up,-0.275525,37.660297,2021-03-24
3480,3209,836,1270,1662,2325,2790,3078,2878,3251,3225,Urban / built up,3.423958,39.879558,2020-12-15
4919,4435,874,1428,2392,2644,2817,2946,3066,3208,3170,Cultivated and managed vegetation/agriculture (cropland),3.512751,38.972499,2021-03-25
2764,2026,708,1021,1104,1685,2539,2785,2733,2994,2852,Cultivated and managed vegetation/agriculture (cropland),-0.63411,38.028988,2021-02-11
2720,1900,683,1018,1328,1565,2542,2805,2867,2950,3255,Cultivated and managed vegetation/agriculture (cropland),-0.393694,37.658542,2021-01-31
3079,2443,944,1376,1416,1871,2773,3019,3100,3218,3161,Urban / built up,0.623943,36.985434,2020-12-21
2758,2239,804,1068,1312,1574,2455,2783,2724,2984,2793,"Open forest, unknown",0.343483,37.579416,2021-04-15
3536,2576,1012,1268,1606,1887,2239,2468,2520,2888,2949,"Open forest, unknown",-3.000767,40.068463,2021-03-23
2860,2149,571,880,1112,1461,2185,2512,2736,2629,2762,Urban / built up,3.565327,38.645555,2021-01-14
1822,1214,586,879,950,1108,2165,2568,2326,2726,2871,Cultivated and managed vegetation/agriculture (cropland),-1.318556,37.325652,2021-02-16
4158,3698,3110,3234,3320,3686,4027,4229,4176,4230,4969,Urban / built up,-0.481054,39.653701,2021-02-23
2765,2200,715,1064,1362,1865,2234,2412,2294,2758,2507,"Open forest, unknown",4.205989,34.348125,2021-03-30
1938,913,308,523,397,830,2757,3544,3264,3980,3866,"Open forest, unknown",-1.292772,38.180612,2021-02-16
2686,2085,594,814,1060,1300,2037,2255,2358,2636,2809,"Open forest, unknown",1.92614,35.363728,2021-04-03
2798,2098,634,968,1026,1599,2237,2483,2482,2669,2657,"Open forest, unknown",2.08166,36.169511,2020-08-08
2511,1970,3188,3420,2968,3144,3376,3474,3786,3507,4915,Cultivated and managed vegetation/agriculture (cropland),-1.479802,37.30307,2021-02-22
2983,2065,536,851,1004,1412,2048,2279,2330,2546,2463,Cultivated and managed vegetation/agriculture (cropland),-0.925345,37.784559,2021-02-10
2775,1843,284,515,609,1193,1951,2215,2238,2684,2849,Cultivated and managed vegetation/agriculture (cropland),3.515764,38.979334,2021-01-20
4205,3483,5128,4844,4556,4702,4720,4613,5016,4641,7201,"Open forest, unknown",0.860202,38.394346,2021-01-22
3096,2736,932,1328,1568,1858,2503,2776,2996,2916,3454,Cultivated and managed vegetation/agriculture (cropland),2.140773,36.919313,2021-03-30
1960,1496,410,676,918,1199,1662,1977,2020,2143,2290,"Open forest, unknown",0.149626,37.728922,2021-02-18
3279,2822,1704,2082,2017,2276,2430,2594,2338,2475,2872,Urban / built up,1.742829,40.060781,2021-01-24
4905,4378,6196,5932,5868,6438,6607,6809,6488,6850,7458,Urban / built up,0.354637,37.583423,2021-02-04
2074,1912,1704,1848,2010,2218,2213,2287,2200,2280,5068,Urban / built up,3.98632,35.480641,2021-04-11
3670,3090,3190,3250,3140,3543,3713,3829,3798,3976,6172,Cultivated and managed vegetation/agriculture (cropland),0.094284,37.167809,2021-02-23
6617,5318,10544,9832,9240,9624,9038,8799,8792,8520,15779,Cultivated and managed vegetation/agriculture (cropland),-0.534333,38.233533,2021-02-08
4890,3918,8184,7460,7208,7770,7460,7293,7252,7234,15790,"Open forest, unknown",-3.725519,39.656111,2021-03-10
1608,1334,480,591,884,1094,1254,1398,1282,1391,1327,Cultivated and managed vegetation/agriculture (cropland),-0.54477,38.213378,2021-03-25
3628,3057,896,1268,1792,1994,2232,2523,2780,2800,3208,"Open forest, unknown",-3.107876,40.110128,2021-03-24
2430,1710,292,570,584,1209,2288,2712,2802,2836,2665,"Open forest, unknown",2.16182,36.982765,2021-01-01
1891,1622,968,1204,1400,1363,1478,1628,1740,1579,2044,"Open forest, unknown",0.255968,35.826277,2021-04-04
6151,5829,5516,5472,5472,6123,6052,6153,5944,6277,8759,"Open forest, unknown",-1.597698,40.062931,2021-03-02
3711,3217,613,946,1780,1782,2086,2218,2372,2391,2298,"Open forest, unknown",3.471012,39.311784,2021-01-14
4633,4192,4820,4708,4488,4685,4869,4830,5124,4920,6026,Cultivated and managed vegetation/agriculture (cropland),-0.171277,38.215106,2021-01-22
2433,1609,500,840,1158,1383,2449,2746,2564,2915,2729,"Open forest, unknown",-1.803385,37.940499,2021-02-02
3718,3318,1034,1576,2046,2215,2731,3115,3288,3316,3238,"Open forest, unknown",2.214454,36.910649,2021-01-19
3364,2281,598,1020,1228,1545,2650,2877,3142,3118,3047,Cultivated and managed vegetation/agriculture (cropland),-0.764867,37.68322,2021-02-12
2635,2450,828,1172,1514,1713,1787,1919,1866,1990,2148,Urban / built up,1.022645,34.9994,2021-04-01
3257,3286,1526,1980,2148,2614,2625,2657,2486,2697,2687,Urban / built up,3.108422,35.60686,2021-03-16
